track_name,lyrics,album_uri,album_name,album_img,album_release_date,album_release_year,album_popularity,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode,track_popularity
Long Live,i said remember this moment in the back of my mind the time we stood with our shaking hands the crowds in the stands went wild we were the kings and the queens and they read off our names the night you danced like you knew our lives would never be the same you held your head like a hero on a history book page it was the end of a decade but the start of an age long live the walls we crashed through all the kingdom lights shined just for me and you i was screaming long live all the magic we made and bring on all the pretenders one day we will be remembered i said remember this feeling i passed the pictures around of all the years that we stood there on the side lines wishing for right now we are the kings and the queens you traded your baseball cap for a crown when they gave us our trophies and we held them up for our town and the cynics were outraged screaming this is absurd cause for a moment a band of thieves in ripped up jeans got to rule the world long live the walls we crashed through all the kingdom lights shined just for me and you i was screaming long live all the magic we made and bring on all the pretenders i m not afraid long live all the mountains we moved i had the time of my life fighting dragons with you i was screaming long live that look on your face and bring on all the pretenders one day we will be remembered hold on to spinning around confetti falls to the ground may these memories break our fall will you take a moment promise me this that you ll stand by me forever but if god forbid fate should step in and force us into a goodbye if you have children some day when they point to the pictures please tell them my name tell them how the crowds went wild tell them how i hope they shine long live the walls we crashed through i had the time of my life with you long long live the walls we crashed through all the kingdom lights shined just for me and you i was screaming long live all the magic we made and bring on all the pretenders i m not afraid singing long live all the mountains we moved i had the time of my life fighting dragons with you and long long live that look on your face and bring on all the pretenders one day we will be remembered,5MfAxS5zz8MlfROjGQVXhy,Speak Now,https://i.scdn.co/image/7c6317c312d12c72bb9f7c06ccd57e23bba178ea,2010-01-01,2010-01-01,58,6XDBA3QWX51lDJ0oZbaJJN,0.411,0.685,G,-4.277,major,0.0344,0.0377,8.01e-5,0.111,0.17,204.082,317947,4,G major,47
Look What You Made Me Do,i don t like your little games don t like your tilted stage the role you made me play of the fool no i don t like you i don t like your perfect crime how you laugh when you lie you said the gun was mine isn t cool no i don t like you oh but i got smarter i got harder in the nick of time honey i rose up from the dead i do it all the time i ve got a list of names and yours is in red underlined i check it once then i check it twice oh ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me do look what you just made me do i don t like your kingdom keys they once belonged to me you asked me for a place to sleep locked me out and threw a feast what the world moves on another day another drama drama but not for me not for me all i think about is karma and then the world moves on but one thing s for sure maybe i got mine but you ll all get yours but i got smarter i got harder in the nick of time honey i rose up from the dead i do it all the time i ve got a list of names and yours is in red underlined i check it once then i check it twice oh ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me do look what you just made me do i don t trust nobody and nobody trusts me i ll be the actress starring in your bad dreams i don t trust nobody and nobody trusts me i ll be the actress starring in your bad dreams i don t trust nobody and nobody trusts me i ll be the actress starring in your bad dreams i don t trust nobody and nobody trusts me i ll be the actress starring in your bad dreams ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me i m sorry the old taylor can t come to the phone right now why oh cause she s dead oh ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me do look what you just made me do ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me do look what you just made me do,6DEjYFkNZh67HP7R9PSZvv,reputation,https://i.scdn.co/image/ae2edb70f5e67fc5f7f8f92b2b0f3e846699b447,2017-11-10,2017-11-10,79,1P17dC1amhFzptugyAO7Il,0.769,0.709,A,-6.432,minor,0.139,0.189,1.72e-5,0.133,0.514,128.063,211853,4,A minor,79
Love Story,we were both young when i first saw you i close my eyes and the flashback starts i m standing there on a balcony in summer air see the lights see the party the ball gowns see you make your way through the crowd and say hello little did i know that you were romeo you were throwing pebbles and my daddy said stay away from juliet and i was crying on the staircase begging you please don t go and i said romeo take me somewhere we can be alone i ll be waiting all there s left to do is run you ll be the prince and i ll be the princess it s a love story baby just say yes so i sneak out to the garden to see you we keep quiet cause we re dead if they knew so close your eyes escape this town for a little while cause you were romeo i was a scarlet letter and my daddy said stay away from juliet but you were everything to me i was begging you please don t go and i said romeo take me somewhere we can be alone i ll be waiting all there s left to do is run you ll be the prince and i ll be the princess it s a love story baby just say yes romeo save me they re trying to tell me how to feel this love is difficult but it s real don t be afraid we ll make it out of this mess it s a love story baby just say yes oh oh i got tired of waiting wondering if you were ever coming around my faith in you was fading when i met you on the outskirts of town and i said romeo save me i ve been feeling so alone i keep waiting for you but you never come is this in my head i don t know what to think he knelt to the ground and pulled out a ring and said marry me juliet you ll never have to be alone i love you and that s all i really know i talked to your dad go pick out a white dress it s a love story baby just say yes oh oh oh oh because we were both young when i first saw you,43OpbkiiIxJO8ktIB777Nn,Fearless,https://i.scdn.co/image/c7e89dd86429ec06f5021ac4c824b90565dcc507,2008-11-11,2008-11-11,55,0kN3oXYWWAk1uC0y2WoyOE,0.611,0.738,D,-3.918,major,0.0307,0.158,0,0.0914,0.317,119.004,235280,4,D major,54
Mary's Song (Oh My My My),she said i was seven and you were nine i looked at you like the stars that shined in the sky the pretty lights and our daddies used to joke about the two of us growing up and falling in love and our mamas smiled and rolled their eyes and said oh my my my take me back to the house in the backyard tree said you d beat me up you were bigger than me you never did you never did take me back when our world was one block wide i dared you to kiss me and ran when you tried just two kids you and i oh my my my my well i was sixteen when suddenly i wasn t that little girl you used to see but your eyes still shined like pretty lights and our daddies used to joke about the two of us they never believed we d really fall in love and our mamas smiled and rolled their eyes and said oh my my my take me back to the creek beds we turned up two a m riding in your truck and all i need is you next to me take me back to the time we had our very first fight the slamming of doors instead of kissing goodnight you stayed outside till the morning light oh my my my my a few years had gone and come around we were sitting at our favorite spot in town and you looked at me got down on one knee take me back to the time when we walked down the aisle our whole town came and our mamas cried you said i do and i did too take me home where we met so many years before we ll rock our babies on that very front porch after all this time you and i i ll be eighty seven you ll be eighty nine i ll still look at you like the stars that shine in the sky oh my my my,7mzrIsaAjnXihW3InKjlC3,Taylor Swift,https://i.scdn.co/image/9f531a0aee2a96f2666774352b2cfb9284938dc3,2006-10-24,2006-10-24,61,2QrQCMel6v2JiLxqrg4p2O,0.495,0.635,D,-5.235,major,0.0279,0.0275,0,0.182,0.404,150.802,213080,4,D major,51
Mean,you with your words like knives and swords and weapons that you use against me you have knocked me off my feet again got me feeling like i m nothing you with your voice like nails on a chalkboard calling me out when i m wounded you picking on the weaker man but you can take me down with just one single blow but you don t know what you don t know someday i ll be living in a big old city and all you re ever gonna be is mean someday i ll be big enough so you can t hit me and all you re ever gonna be is mean why you gotta be so mean you with your switching sides and your wildfire lies and your humiliation you have pointed out my flaws again as if i don t already see them i walk with my head down trying to block you out cause i ll never impress you i just want to feel okay again i bet you got pushed around somebody made you cold but the cycle ends right now cause you can t lead me down that road and you don t know what you don t know someday i ll be living in a big old city and all you re ever gonna be is mean someday i ll be big enough so you can t hit me and all you re ever gonna be is mean why you gotta be so mean and i can see you years from now in a bar talking over a football game with that same big loud opinion but nobody s listening washed up and ranting about the same old bitter things drunk and grumbling on about how i can t sing but all you are is mean all you are is mean and a liar and pathetic and alone in life and mean and mean and mean and mean but someday i ll be living in a big old city and all you re ever going to be is mean yeah someday i ll be big enough so you can t hit me and all you re ever going to be is mean why you gotta be so mean someday i ll be living in a big old city why you gotta be so mean and all you re ever gonna be is mean why you gotta be so mean someday i ll be big enough so you can t hit me why you gotta be so mean and all you re ever gonna be is mean why you gotta be so mean,5MfAxS5zz8MlfROjGQVXhy,Speak Now,https://i.scdn.co/image/7c6317c312d12c72bb9f7c06ccd57e23bba178ea,2010-01-01,2010-01-01,58,5yEPktRqvIhko5QFF3aBhQ,0.578,0.742,E,-3.987,major,0.0481,0.439,0,0.221,0.787,163.911,237733,4,E major,61
Mine,you were in college working part time waiting tables left a small town and never looked back i was a flight risk with a fear of falling wondering why we bother with love if it never lasts i say can you believe it as we re lying on the couch the moment i could see it yes yes i can see it now do you remember we were sitting there by the water you put your arm around me for the first time you made a rebel of a careless man s careful daughter you are the best thing that s ever been mine flash forward and we re taking on the world together and there s a drawer of my things at your place you learn my secrets and figure out why i m guarded you say we ll never make my parents mistakes but we got bills to pay we got nothing figured out when it was hard to take yes yes this is what i thought about do you remember we were sitting there by the water you put your arm around me for the first time you made a rebel of a careless man s careful daughter you are the best thing that s ever been mine do you remember all the city lights on the water you saw me start to believe for the first time you made a rebel of a careless man s careful daughter you are the best thing that s ever been mine and i remember that fight 2 30 amas everything was slipping right out of our hands i ran out crying and you followed me out into the street braced myself for the goodbye cause that s all i ve ever known then you took me by surprise you said i ll never leave you alone you said i remember how we felt sitting by the water and every time i look at you it s like the first time i fell in love with a careless man s careful daughter she is the best thing that s ever been mine hold on make it last hold on never turn back you made a rebel of a careless man s careful daughter you are the best thing that s ever been mine yeah yeah do you believe it hold on we re gonna make it now hold on and i can see it yeah yeah i can see it now see it now,5MfAxS5zz8MlfROjGQVXhy,Speak Now,https://i.scdn.co/image/7c6317c312d12c72bb9f7c06ccd57e23bba178ea,2010-01-01,2010-01-01,58,0dBW6ZsW8skfvoRfgeerBF,0.619,0.767,G,-2.793,major,0.0297,0.00417,1.46e-6,0.191,0.628,121.036,230707,4,G major,58
Never Grow Up,your little hand s wrapped around my finger and it s so quiet in the world tonight your little eyelids flutter cause you re dreaming so i tuck you in turn on your favorite night light to you everything s funny you got nothing to regret i d give all i have honey if you could stay like that oh darling don t you ever grow up don t you ever grow up just stay this little oh darling don t you ever grow up don t you ever grow up it could stay this simple i won t let nobody hurt you won t let no one break your heart and no one will desert you just try to never grow up never grow up you re in the car on the way to the movies and you re mortified your mom s dropping you off at 14 there s just so much you can t do and you can t wait to move out someday and call your own shots but don t make her drop you off around the block remember that she s getting older too and don t lose the way that you dance around in your pj s getting ready for school oh darling don t you ever grow up don t you ever grow up just stay this little oh darling don t you ever grow up don t you ever grow up it could stay this simple no one s ever burned you nothing s ever left you scarred and even though you want to just try to never grow up take pictures in your mind of your childhood room memorize what it sounded like when your dad gets home remember the footsteps remember the words said and all your little brother s favorite songs i just realized everything i have is someday gonna be gone so here i am in my new apartment in a big city they just dropped me off it s so much colder that i thought it would be so i tuck myself in and turn my night light on wish i d never grown up i wish i d never grown up oh i don t wanna grow up wish i d never grown up i could still be little oh i don t wanna grow up wish i d never grown up it could still be simple oh darling don t you ever grow up don t you ever grow up just stay this little oh darling don t you ever grow up don t you ever grow up it could stay this simple won t let nobody hurt you won t let no one break your heart and even though you want to please try to never grow up oh don t you ever grow up oh never grow up just never grow up,5MfAxS5zz8MlfROjGQVXhy,Speak Now,https://i.scdn.co/image/7c6317c312d12c72bb9f7c06ccd57e23bba178ea,2010-01-01,2010-01-01,58,1wJL1A0QUHJPf2cm7tsrdw,0.713,0.308,D,-8.684,major,0.0311,0.838,0,0.146,0.556,124.876,290467,4,D major,47
New Year’s Day,there s glitter on the floor after the party girls carrying their shoes down in the lobby candle wax and polaroids on the hardwood floor you and me from the night before but don t read the last page but i stay when you re lost and i m scared and you re turning away i want your midnights but i ll be cleaning up bottles with you on new year s day you squeeze my hand three times in the back of the taxi i can tell that it s gonna be a long road i ll be there if you re the toast of the town babe or if you strike out and you re crawling home don t read the last page but i stay when it s hard or it s wrong or we re making mistakes i want your midnights but i ll be cleaning up bottles with you on new year s day hold on to the memories they will hold on to you hold on to the memories they will hold on to you hold on to the memories they will hold on to you and i will hold on to you please don t ever become a stranger whose laugh i could recognize anywhere please don t ever become a stranger whose laugh i could recognize anywhere there s glitter on the floor after the party girls carrying their shoes down in the lobby candle wax and polaroids on the hardwood floor you and me forevermore don t read the last page but i stay when it s hard or it s wrong or we re making mistakes i want your midnights but i ll be cleaning up bottles with you on new year s day hold on to the memories they will hold on to you hold on to the memories they will hold on to you hold on to the memories they will hold on to you and i will hold on to you please don t ever become a stranger to the memories they will hold on to you whose laugh i could recognize anywhere hold on to the memories they will hold on to you please don t ever become a stranger hold on to the memories they will hold on to you whose laugh i could recognize anywhere i will hold on to you,6DEjYFkNZh67HP7R9PSZvv,reputation,https://i.scdn.co/image/ae2edb70f5e67fc5f7f8f92b2b0f3e846699b447,2017-11-10,2017-11-10,79,7F5oktn5YOsR9eR5YsFtqb,0.606,0.152,C,-12.727,major,0.0361,0.93,0,0.13,0.235,94.692,235467,4,C major,67
Our Song,i was riding shotgun with my hair undone in the front seat of his car he s got a one hand feel on the steering wheel the other on my heart i look around turn the radio down he says baby is something wrong i say nothing i was just thinking how we don t have a song and he says our song is the slamming screen door sneakin out late tapping on your window when we re on the phone and you talk real slow cause it s late and your mama don t know our song is the way you laugh the first date man i didn t kiss her and i should have and when i got home fore i said amen asking god if he could play it again i was walking up the front porch steps after everything that day had gone all wrong and been trampled on and lost and thrown away got to the hallway well on my way to my lovin bed i almost didn t notice all the roses and the note that said our song is the slamming screen door sneakin out late tapping on your window when we re on the phone and you talk real slow cause it s late and your mama don t know our song is the way you laugh the first date man i didn t kiss her and i should have and when i got home fore i said amen asking god if he could play it again i ve heard every album listened to the radio waited for something to come along that was as good as our song cause our song is the slamming screen door sneakin out late tapping on his window when we re on the phone and he talks real slow cause it s late and his mama don t know our song is the way he laughs the first date man i didn t kiss him and i should have and when i got home fore i said amen asking god if he could play it again play it again i was riding shotgun with my hair undone in the front seat of his car i grabbed a pen and an old napkin and i wrote down our song,7mzrIsaAjnXihW3InKjlC3,Taylor Swift,https://i.scdn.co/image/9f531a0aee2a96f2666774352b2cfb9284938dc3,2006-10-24,2006-10-24,61,15DeqWWQB4dcEWzJg15VrN,0.543,0.686,D,-4.751,major,0.0357,0.114,0,0.335,0.555,177.874,201107,4,D major,66
Out Of The Woods,looking at it now it all seems so simple we were lying on your couch i remember you took a polaroid of us then discovered then discovered the rest of the world was black and white but we were in screaming color and i remember thinking are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods looking at it now last december last december we were built to fall apart then fall back together back together your necklace hanging from my neck the night we couldn t quite forget when we decided we decided to move the furniture so we could dance baby like we stood a chance two paper airplanes flying flying flying and i remember thinking are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods remember when you hit the brakes too soon twenty stitches in a hospital room when you started crying baby i did too when the sun came up i was looking at you remember when you couldn t take the heat i walked out and said i m setting you free but the monsters turned out to be just trees when the sun came up you were looking at me you were looking at me ooh you were looking at me are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods i remember are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good oh i remember are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good,4uUAUqIfSomFTbbjGp3TYp,1989,https://i.scdn.co/image/d6c5c97ebdab865796bfe6df314399de09ad192a,2014-10-27,2014-10-27,44,235hvG1TA5qebFjijpCmaV,0.552,0.841,G,-6.938,major,0.0372,0.00103,1.23e-5,0.337,0.342,91.993,235800,4,G major,36
Picture To Burn,state the obvious i didn t get my perfect fantasy i realize you love yourself more than you could ever love me so go and tell your friends that i m obsessive and crazy that s fine i ll tell mine that you re gay by the way i hate that stupid old pickup truck you never let me drive you re a redneck heartbreak who s really bad at lying so watch me strike a match on all my wasted time as far as i m concerned you re just another picture to burn there s no time for tears i m just sitting here planning my revenge there s nothing stopping me from going out with all of your best friends and if you come around saying sorry to me my daddy s gonna show you how sorry you ll be i hate that stupid old pickup truck you never let me drive you re a redneck heartbreak who s really bad at lying so watch me strike a match on all my wasted time as far as i m concerned you re just another picture to burn and if you re missing me you d better keep it to yourself cause coming back around here would be bad for your health cause i hate that stupid old pickup truck you never let me drive you re a redneck heartbreak who s really bad at lying so watch me strike a match on all my wasted time in case you haven t heard i really really hate that i hate that stupid old pickup truck you never let me drive you re a redneck heartbreak who s really bad at lying so watch me strike a match on all my wasted time as far as i m concerned you re just another picture to burn burn burn burn baby burn you re just another picture to burn baby burn,7mzrIsaAjnXihW3InKjlC3,Taylor Swift,https://i.scdn.co/image/9f531a0aee2a96f2666774352b2cfb9284938dc3,2006-10-24,2006-10-24,61,32mVHdy0bi1XKgr0ajsBlG,0.668,0.861,G,-2.03,major,0.0312,0.16,0,0.102,0.829,105.587,173067,4,G major,61
...Ready For It?,knew he was a killer first time that i saw him wondered how many girls he had loved and left haunted but if he s a ghost then i can be a phantom holdin him for ransom some some boys are tryin too hard he don t try at all though younger than my exes but he act like such a man so i see nothing better i keep him forever like a vendetta ta i i i see how this is gon go touch me and you ll never be alone i island breeze and lights down low no one has to know in the middle of the night in my dreams you should see the things we do baby in the middle of the night in my dreams i know i m gonna be with you so i take my time are you ready for it knew i was a robber first time that he saw me stealing hearts and running off and never sayin sorry but if i m a thief then he can join the heist and we ll move to an island and and he can be my jailer burton to this taylor every love i ve known in comparison is a failure i forget their names now i m so very tame now never be the same now now i i i see how this is gon go touch me and you ll never be alone i island breeze and lights down low no one has to know no one has to know in the middle of the night in my dreams you should see the things we do baby in the middle of the night in my dreams i know i m gonna be with you so i take my time are you ready for it oh are you ready for it baby let the games begin let the games begin let the games begin baby let the games begin let the games begin let the games begin i i i see how this is gon go touch me and you ll never be alone i island breeze and lights down low no one has to know in the middle of the night in my dreams you should see the things we do baby in the middle of the night in my dreams i know i m gonna be with you so i take my time in the middle of the night baby let the games begin let the games begin let the games begin are you ready for it baby let the games begin let the games begin let the games begin are you ready for it,6DEjYFkNZh67HP7R9PSZvv,reputation,https://i.scdn.co/image/ae2edb70f5e67fc5f7f8f92b2b0f3e846699b447,2017-11-10,2017-11-10,79,2yLa0QULdQr0qAIvVwN6B5,0.616,0.776,D,-6.519,major,0.127,0.0609,0,0.155,0.459,160.053,208187,4,D major,76
Red,loving him is like driving a new maserati down a dead end street faster than the wind passionate as sin ending so suddenly loving him is like trying to change your mind once you re already flying through the free fall like the colors in autumn so bright just before they lose it all losing him was blue like i d never known missing him was dark grey all alone forgetting him was like trying to know somebody you never met but loving him was red touching him was like realizing all you ever wanted was right there in front of you memorizing him was as easy as knowing all the words to your old favorite song fighting with him was like trying to solve a crossword and realizing there s no right answer regretting him was like wishing you never found out that love could be that strong losing him was blue like i d never known missing him was dark grey all alone forgetting him was like trying to know somebody you never met but loving him was red remembering him comes in flashbacks and echoes tell myself it s time now gotta let go but moving on from him is impossible when i still see it all in my head in burning red loving him was red losing him was blue like i d never known missing him was dark grey all alone forgetting him was like trying to know somebody you never met but loving him was red and that s why he s spinning round in my head comes back to me burning red yeah yeah his love was like driving a new maserati down a dead end street,3wIMFmK0VylpfH0tm6nEeU,Red,https://i.scdn.co/image/d2e3717dba253e1d02aeff23d3e184a3bc1fcfaa,2012-10-22,2012-10-22,64,40ceqd31NRrvbbBoKieClW,0.608,0.89,C#,-4.243,minor,0.0482,0.0892,1e-4,0.092,0.633,124.965,223093,4,C# minor,60
Sad Beautiful Tragic,long handwritten note deep in your pocket words how little they mean when you re a little too late i stood right by the tracks your face in a locket good girls hopeful they ll be and long they will wait we had a beautiful magic love there what a sad beautiful tragic love affair in dreams i meet you in warm conversation we both wake in lonely beds different cities and time is taking its sweet time erasing you and you ve got your demons and darling they all look like me we had a beautiful magic love there what a sad beautiful tragic love affair distance timing breakdown fighting silence the train runs off its tracks kiss me try to fix it could you just try to listen hang up give up and for the life of us we can t get back we had a beautiful magic love there what a sad beautiful tragic love affair we had a beautiful magic love there what a sad beautiful tragic love affair we had a beautiful magic love there what a sad beautiful tragic love affair,3wIMFmK0VylpfH0tm6nEeU,Red,https://i.scdn.co/image/d2e3717dba253e1d02aeff23d3e184a3bc1fcfaa,2012-10-22,2012-10-22,64,3BxQB9K4iN9qCShCN8t798,0.626,0.342,G,-12.352,major,0.0293,0.623,0.0371,0.0838,0.232,129.978,284867,3,G major,48
Shake It Off,i stay out too late got nothing in my brain that s what people say mmm mmm that s what people say mmm mmm i go on too many dates but i can t make them stay at least that s what people say mmm mmm that s what people say mmm mmm but i keep cruisin can t stop won t stop movin it s like i got this music in my mind saying it s gonna be alright cause the players gonna play play play play play and the haters gonna hate hate hate hate hate baby i m just gonna shake shake shake shake shake i shake it off i shake it off heartbreakers gonna break break break break break and the fakers gonna fake fake fake fake fake baby i m just gonna shake shake shake shake shake i shake it off i shake it off i never miss a beat i m lightning on my feet and that s what they don t see mmm mmm that s what they don t see mmm mmm i m dancing on my own dancing on my own i make the moves up as i go moves up as i go and that s what they don t know mmm mmm that s what they don t know mmm mmm but i keep cruisin can t stop won t stop groovin it s like i got this music in my mind saying it s gonna be alright cause the players gonna play play play play play and the haters gonna hate hate hate hate hate baby i m just gonna shake shake shake shake shake i shake it off i shake it off heartbreakers gonna break break break break break and the fakers gonna fake fake fake fake fake baby i m just gonna shake shake shake shake shake i shake it off i shake it off shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off hey hey hey just think while you ve been getting down and out about the liars and dirty dirty cheats of the world you could ve been getting down to this sick beat my ex man brought his new girlfriend she s like oh my god but i m just gonna shake and to the fella over there with the hella good hair won t you come on over baby we can shake shake shake yeah oh oh oh oh cause the players gonna play play play play play and the haters gonna hate hate hate hate hate haters gonna hate baby i m just gonna shake shake shake shake shake i shake it off i shake it off heartbreakers gonna break break break break break mmhm and the fakers gonna fake fake fake fake fake fake n fake n fake baby i m just gonna shake shake shake shake shake i shake it off i shake it off shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off yeah shake it off i shake it off i i i shake it off i shake it off you got to i i i shake it off i shake it off i i i shake it off i shake it off,4uUAUqIfSomFTbbjGp3TYp,1989,https://i.scdn.co/image/d6c5c97ebdab865796bfe6df314399de09ad192a,2014-10-27,2014-10-27,44,5WuBu7WHqaDAIs5dikGclg,0.648,0.785,G,-5.414,major,0.165,0.0561,0,0.148,0.943,160.02,219200,4,G major,50
Should've Said No,it s strange to think the songs we used to sing the smiles the flowers everything is gone yesterday i found out about you even now just looking at you feels wrong you say that you d take it all back given one chance it was a moment of weakness and you said yes you should ve said no you should ve gone home you should ve thought twice fore you let it all go you should ve know that word bout what you did with her get back to me get back to me and i should ve been there in the back of your mind i shouldn t be asking myself why you shouldn t be begging for forgiveness at my feet you should ve said no baby and you might still have me you can see that i ve been crying baby you know all the right things to say but do you honestly expect me to believe we could ever be the same you say that the past is the past you need one chance it was a moment of weakness and you said yes you should ve said no you should ve gone home you should ve thought twice fore you let it all go you should ve know that word bout what you did with her get back to me get back to me and i should ve been there in the back of your mind i shouldn t be asking myself why you shouldn t be begging for forgiveness at my feet you should ve said no baby and you might still have me i can t resist before you go tell me this was it worth it was she worth this no no no no you should ve said no you should ve gone home you should ve thought twice fore you let it all go you should ve know that word bout what you did with her get back to me get back to me and i should ve been there in the back of your mind i shouldn t be asking myself why you shouldn t be begging for forgiveness at my feet you should ve said no baby and you might still have me,7mzrIsaAjnXihW3InKjlC3,Taylor Swift,https://i.scdn.co/image/9f531a0aee2a96f2666774352b2cfb9284938dc3,2006-10-24,2006-10-24,61,16MVSD0mGI4RMQT83Qzm69,0.474,0.773,E,-3.662,minor,0.0307,0.0113,0,0.254,0.467,167.974,242200,4,E minor,58
So It Goes...,see you in the dark all eyes on you my magician all eyes on us you make everyone disappear and cut me into pieces gold cage hostage to my feelings back against the wall trippin trip trippin when you re gone cause we break down a little but when you get me alone it s so simple cause baby i know what you know we can feel it and all the pieces fall right into place getting caught up in a moment lipstick on your face so it goes i m yours to keep and i m yours to lose you know i m not a bad girl but i do bad things with you so it goes met you in a bar all eyes on me your illusionist all eyes on us i make all your gray days clear and wear you like a necklace i m so chill but you make me jealous but i got your heart skippin skip skippin when i m gone cause we break down a little but when i get you alone it s so simple cause baby i know what you know we can feel it and all the pieces fall right into place getting caught up in a moment lipstick on your face so it goes i m yours to keep and i m yours to lose you know i m not a bad girl but i do bad things with you so it goes come here dressed in black now so so so it goes scratches down your back now so so so it goes you did a number on me but honestly baby who s counting i did a number on you but honestly baby who s counting you did a number on me but honestly baby who s counting who s counting 1 2 3 and all the pieces fall pieces fall right into place getting caught up in a moment caught up caught up lipstick on your face so it goes goes i m yours to keep oh and i m yours to lose baby you know i m not a bad girl but i do bad things with you so it goes come here dressed in black now so so so it goes scratches down your back now so so so it goes come here dressed in black now so so so it goes scratches down your back now so so so it goes,6DEjYFkNZh67HP7R9PSZvv,reputation,https://i.scdn.co/image/ae2edb70f5e67fc5f7f8f92b2b0f3e846699b447,2017-11-10,2017-11-10,79,5PxFv9yJEg9dxvbZggykro,0.559,0.61,D,-7.352,major,0.0855,0.122,1.87e-6,0.166,0.398,150.205,227907,4,D major,67
Sparks Fly,the way you move is like a full on rainstorm and i m a house of cards you re the kind of reckless that should send me running but i kinda know that i won t get far and you stood there in front of me just close enough to touch close enough to hope you couldn t see what i was thinking of drop everything now meet me in the pouring rain kiss me on the sidewalk take away the pain cause i see sparks fly whenever you smile get me with those green eyes baby as the lights go down give me something that ll haunt me when you re not around cause i see sparks fly whenever you smile my mind forgets to remind me you re a bad idea you touch me once and it s really something you find i m even better than you imagined i would be i m on my guard for the rest of the world but with you i know it s no good and i could wait patiently but i really wish you would drop everything now meet me in the pouring rain kiss me on the sidewalk take away the pain cause i see sparks fly whenever you smile get me with those green eyes baby as the lights go down give me something that ll haunt me when you re not around cause i see sparks fly whenever you smile i run my fingers through your hair and watch the lights go wild just keep on keeping your eyes on me it s just wrong enough to make it feel right and lead me up the staircase won t you whisper soft and slow i m captivated by you baby like a firework show drop everything now meet me in the pouring rain kiss me on the sidewalk take away the pain cause i see sparks fly whenever you smile get me with those green eyes baby as the lights go down give me something that ll haunt me when you re not around cause i see sparks fly whenever you smile and the sparks fly oh baby smile and the sparks fly,5MfAxS5zz8MlfROjGQVXhy,Speak Now,https://i.scdn.co/image/7c6317c312d12c72bb9f7c06ccd57e23bba178ea,2010-01-01,2010-01-01,58,6d9IiDcFxtFVIvt9pCqyGH,0.599,0.777,F,-2.945,major,0.0306,0.066,0,0.216,0.419,114.966,260933,4,F major,51
